"tanggal","provinsi","laki-laki","perempuan","tidak diketahui"
"2021-03-24","ACEH",4818,4954,19
"2021-03-28","ACEH",4843,4983,19
"2021-04-07","ACEH",4907,5059,19
"2021-04-12","ACEH",4970,5117,19
"2021-04-15","ACEH",5017,5164,19
"2021-04-16","ACEH",5028,5175,19
"2021-04-17","ACEH",5044,5194,19
"2021-04-18","ACEH",5065,5216,19
"2021-04-19","ACEH",5073,5221,19
"2021-04-20","ACEH",5103,5243,19
"2021-04-21","ACEH",5137,5273,19
"2021-04-22","ACEH",5172,5325,19
"2021-04-23","ACEH",5210,5377,20
"2021-04-24","ACEH",5234,5399,20
"2021-04-25","ACEH",5244,5413,20
"2021-04-26","ACEH",5281,5443,20
"2021-04-27","ACEH",5312,5482,20
"2021-04-30","ACEH",5439,5586,20
"2021-05-01","ACEH",5490,5659,20
"2021-05-02","ACEH",5533,5684,20
"2021-05-04","ACEH",5614,5757,20
"2021-05-06","ACEH",5700,5869,20
"2021-05-08","ACEH",5810,5972,20
"2021-05-10","ACEH",5862,6016,20
"2021-05-13","ACEH",5978,6154,20
"2021-05-14","ACEH",5980,6157,20
"2021-05-16","ACEH",6029,6200,20
"2021-05-19","ACEH",6200,6395,20
"2021-05-25","ACEH",6669,6892,20
"2021-05-26","ACEH",6798,7030,20
"2021-05-29","ACEH",7188,7423,20
"2021-05-31","ACEH",7369,7628,20
"2021-06-02","ACEH",7461,7759,20
"2021-06-10","ACEH",8214,8591,20
"2021-06-12","ACEH",8386,8811,20
"2021-06-13","ACEH",8461,8895,20
"2021-03-24","BALI",19153,18686,687
"2021-03-28","BALI",19482,19002,687
"2021-04-07","BALI",20506,19861,687
"2021-04-12","BALI",20967,20250,686
"2021-04-15","BALI",21209,20481,686
"2021-04-16","BALI",21320,20581,686
"2021-04-17","BALI",21422,20648,686
"2021-04-18","BALI",21506,20736,686
"2021-04-19","BALI",21592,20804,686
"2021-04-20","BALI",21697,20906,686
"2021-04-21","BALI",21805,20994,686
"2021-04-22","BALI",21884,21083,686
"2021-04-23","BALI",21961,21144,686
"2021-04-24","BALI",22012,21217,686
"2021-04-25","BALI",22050,21245,686
"2021-04-26","BALI",22111,21289,686
"2021-04-27","BALI",22186,21364,686
"2021-04-30","BALI",22413,21572,686
"2021-05-01","BALI",22494,21633,686
"2021-05-02","BALI",22538,21675,686
"2021-05-04","BALI",22675,21793,686
"2021-05-06","BALI",22827,21915,686
"2021-05-08","BALI",22939,22030,686
"2021-05-10","BALI",23032,22114,686
"2021-05-13","BALI",23177,22261,686
"2021-05-14","BALI",23198,22287,686
"2021-05-16","BALI",23262,22342,686
"2021-05-19","BALI",23405,22464,686
"2021-05-25","BALI",23612,22675,686
"2021-05-26","BALI",23643,22703,686
"2021-05-29","BALI",23713,22774,686
"2021-05-31","BALI",23752,22821,686
"2021-06-02","BALI",23795,22839,686
"2021-06-10","BALI",24060,23073,509
"2021-06-12","BALI",24098,23104,508
"2021-06-13","BALI",24126,23120,508
"2021-03-24","BANTEN",17303,18275,18
"2021-03-28","BANTEN",17549,18595,18
"2021-04-07","BANTEN",21377,23002,155
"2021-04-12","BANTEN",21750,23425,158
"2021-04-15","BANTEN",21916,23609,158
"2021-04-16","BANTEN",21983,23695,157
"2021-04-17","BANTEN",22033,23747,157
"2021-04-18","BANTEN",22059,23771,157
"2021-04-19","BANTEN",22092,23812,158
"2021-04-20","BANTEN",22135,23878,158
"2021-04-21","BANTEN",22167,23916,158
"2021-04-22","BANTEN",22207,23978,158
"2021-04-23","BANTEN",22286,24072,158
"2021-04-24","BANTEN",22313,24103,158
"2021-04-25","BANTEN",22347,24149,158
"2021-04-26","BANTEN",22460,24256,158
"2021-04-27","BANTEN",22582,24361,158
"2021-04-30","BANTEN",22699,24486,158
"2021-05-01","BANTEN",22727,24511,158
"2021-05-02","BANTEN",22749,24544,158
"2021-05-04","BANTEN",22868,24663,158
"2021-05-06","BANTEN",22928,24741,158
"2021-05-08","BANTEN",22992,24822,162
"2021-05-10","BANTEN",23053,24915,161
"2021-05-13","BANTEN",23141,24999,161
"2021-05-14","BANTEN",23164,25015,161
"2021-05-16","BANTEN",23207,25060,161
"2021-05-19","BANTEN",23277,25125,161
"2021-05-25","BANTEN",23457,25334,161
"2021-05-26","BANTEN",23483,25352,161
"2021-05-29","BANTEN",23633,25483,161
"2021-05-31","BANTEN",23735,25580,161
"2021-06-02","BANTEN",23823,25680,161
"2021-06-10","BANTEN",24254,26160,161
"2021-06-12","BANTEN",24449,26393,161
"2021-06-13","BANTEN",24544,26496,161
"2021-03-24","BENGKULU",2398,2837,82
"2021-03-28","BENGKULU",2423,2859,82
"2021-04-07","BENGKULU",2531,3006,82
"2021-04-12","BENGKULU",2604,3115,82
"2021-04-15","BENGKULU",2649,3156,82
"2021-04-16","BENGKULU",2670,3189,83
"2021-04-17","BENGKULU",2694,3219,83
"2021-04-18","BENGKULU",2743,3265,83
"2021-04-19","BENGKULU",2760,3275,83
"2021-04-20","BENGKULU",2780,3305,83
"2021-04-21","BENGKULU",2819,3352,83
"2021-04-22","BENGKULU",2826,3365,83
"2021-04-23","BENGKULU",2856,3417,91
"2021-04-24","BENGKULU",2874,3439,91
"2021-04-25","BENGKULU",2920,3507,91
"2021-04-26","BENGKULU",2943,3526,91
"2021-04-27","BENGKULU",2978,3560,92
"2021-04-30","BENGKULU",3040,3650,92
"2021-05-01","BENGKULU",3090,3702,92
"2021-05-02","BENGKULU",3123,3744,92
"2021-05-04","BENGKULU",3151,3777,92
"2021-05-06","BENGKULU",3195,3818,92
"2021-05-08","BENGKULU",3262,3892,92
"2021-05-10","BENGKULU",3290,3919,92
"2021-05-13","BENGKULU",3334,3976,92
"2021-05-14","BENGKULU",3357,3982,92
"2021-05-16","BENGKULU",3361,3990,92
"2021-05-19","BENGKULU",3378,4014,116
"2021-05-25","BENGKULU",3500,4177,116
"2021-05-26","BENGKULU",3515,4189,116
"2021-05-29","BENGKULU",3596,4274,116
"2021-05-31","BENGKULU",3629,4329,116
"2021-06-02","BENGKULU",3644,4354,129
"2021-06-10","BENGKULU",3767,4495,196
"2021-06-12","BENGKULU",3781,4524,260
"2021-06-13","BENGKULU",3828,4580,260
"2021-03-24","DAERAH ISTIMEWA YOGYAKARTA",15094,16899,61
"2021-03-28","DAERAH ISTIMEWA YOGYAKARTA",15439,17311,61
"2021-04-07","DAERAH ISTIMEWA YOGYAKARTA",16356,18366,61
"2021-04-12","DAERAH ISTIMEWA YOGYAKARTA",16774,18881,61
"2021-04-15","DAERAH ISTIMEWA YOGYAKARTA",17098,19302,61
"2021-04-16","DAERAH ISTIMEWA YOGYAKARTA",17199,19419,61
"2021-04-17","DAERAH ISTIMEWA YOGYAKARTA",17269,19507,61
"2021-04-18","DAERAH ISTIMEWA YOGYAKARTA",17328,19591,61
"2021-04-19","DAERAH ISTIMEWA YOGYAKARTA",17400,19689,61
"2021-04-20","DAERAH ISTIMEWA YOGYAKARTA",17486,19813,61
"2021-04-21","DAERAH ISTIMEWA YOGYAKARTA",17601,19927,61
"2021-04-22","DAERAH ISTIMEWA YOGYAKARTA",17708,20077,61
"2021-04-23","DAERAH ISTIMEWA YOGYAKARTA",17766,20156,61
"2021-04-24","DAERAH ISTIMEWA YOGYAKARTA",17837,20234,61
"2021-04-25","DAERAH ISTIMEWA YOGYAKARTA",17942,20352,61
"2021-04-26","DAERAH ISTIMEWA YOGYAKARTA",18022,20456,61
"2021-04-27","DAERAH ISTIMEWA YOGYAKARTA",18089,20553,61
"2021-04-30","DAERAH ISTIMEWA YOGYAKARTA",18485,20967,64
"2021-05-01","DAERAH ISTIMEWA YOGYAKARTA",18545,21035,64
"2021-05-02","DAERAH ISTIMEWA YOGYAKARTA",18628,21132,64
"2021-05-04","DAERAH ISTIMEWA YOGYAKARTA",18764,21312,64
"2021-05-06","DAERAH ISTIMEWA YOGYAKARTA",18979,21558,64
"2021-05-08","DAERAH ISTIMEWA YOGYAKARTA",19137,21721,64
"2021-05-10","DAERAH ISTIMEWA YOGYAKARTA",19268,21872,64
"2021-05-13","DAERAH ISTIMEWA YOGYAKARTA",19499,22117,64
"2021-05-14","DAERAH ISTIMEWA YOGYAKARTA",19549,22164,64
"2021-05-16","DAERAH ISTIMEWA YOGYAKARTA",19671,22271,64
"2021-05-19","DAERAH ISTIMEWA YOGYAKARTA",19898,22562,64
"2021-05-25","DAERAH ISTIMEWA YOGYAKARTA",20425,23156,64
"2021-05-26","DAERAH ISTIMEWA YOGYAKARTA",20514,23257,64
"2021-05-29","DAERAH ISTIMEWA YOGYAKARTA",20791,23557,64
"2021-05-31","DAERAH ISTIMEWA YOGYAKARTA",20949,23733,64
"2021-06-02","DAERAH ISTIMEWA YOGYAKARTA",21181,23988,64
"2021-06-10","DAERAH ISTIMEWA YOGYAKARTA",22208,25160,64
"2021-06-12","DAERAH ISTIMEWA YOGYAKARTA",22640,25581,64
"2021-06-13","DAERAH ISTIMEWA YOGYAKARTA",22911,25776,64
"2021-03-24","DKI JAKARTA",184828,185029,3904
"2021-03-28","DKI JAKARTA",187742,188045,3904
"2021-04-07","DKI JAKARTA",191981,192453,3904
"2021-04-12","DKI JAKARTA",194377,195009,3904
"2021-04-15","DKI JAKARTA",195793,196412,3904
"2021-04-16","DKI JAKARTA",196293,196891,3904
"2021-04-17","DKI JAKARTA",196805,197416,3904
"2021-04-18","DKI JAKARTA",197269,197902,3904
"2021-04-19","DKI JAKARTA",197747,198397,3904
"2021-04-20","DKI JAKARTA",197948,198656,3904
"2021-04-21","DKI JAKARTA",198265,198941,3904
"2021-04-22","DKI JAKARTA",198946,199526,3904
"2021-04-23","DKI JAKARTA",199407,199948,3905
"2021-04-24","DKI JAKARTA",199868,200370,3929
"2021-04-25","DKI JAKARTA",200288,200846,3929
"2021-04-26","DKI JAKARTA",200651,201232,3929
"2021-04-27","DKI JAKARTA",200833,201443,3929
"2021-04-30","DKI JAKARTA",202018,202673,3929
"2021-05-01","DKI JAKARTA",202454,203163,3929
"2021-05-02","DKI JAKARTA",202878,203593,3929
"2021-05-04","DKI JAKARTA",203404,204240,3929
"2021-05-06","DKI JAKARTA",204246,205148,3929
"2021-05-08","DKI JAKARTA",204991,205918,3929
"2021-05-10","DKI JAKARTA",205716,206696,3929
"2021-05-13","DKI JAKARTA",206622,207637,3929
"2021-05-14","DKI JAKARTA",206958,207933,3929
"2021-05-16","DKI JAKARTA",207136,208143,3929
"2021-05-19","DKI JAKARTA",207752,208778,3929
"2021-05-25","DKI JAKARTA",210123,211160,3929
"2021-05-26","DKI JAKARTA",210426,211474,3929
"2021-05-29","DKI JAKARTA",211651,212689,3929
"2021-05-31","DKI JAKARTA",212557,213573,3929
"2021-06-02","DKI JAKARTA",213113,214137,3929
"2021-06-10","DKI JAKARTA",217478,219147,3929
"2021-06-12","DKI JAKARTA",219763,221610,3929
"2021-06-13","DKI JAKARTA",221071,223071,3929
"2021-03-24","GORONTALO",2469,2602,4
"2021-03-28","GORONTALO",2485,2630,4
"2021-04-07","GORONTALO",2541,2680,4
"2021-04-12","GORONTALO",2555,2699,4
"2021-04-15","GORONTALO",2576,2717,4
"2021-04-16","GORONTALO",2581,2719,4
"2021-04-17","GORONTALO",2586,2726,4
"2021-04-18","GORONTALO",2590,2729,4
"2021-04-19","GORONTALO",2590,2729,4
"2021-04-20","GORONTALO",2594,2734,4
"2021-04-21","GORONTALO",2594,2734,4
"2021-04-22","GORONTALO",2595,2739,4
"2021-04-23","GORONTALO",2596,2740,4
"2021-04-24","GORONTALO",2597,2745,4
"2021-04-25","GORONTALO",2597,2745,4
"2021-04-26","GORONTALO",2600,2751,4
"2021-04-27","GORONTALO",2600,2751,4
"2021-04-30","GORONTALO",2618,2772,4
"2021-05-01","GORONTALO",2621,2775,4
"2021-05-02","GORONTALO",2621,2775,4
"2021-05-04","GORONTALO",2625,2778,4
"2021-05-06","GORONTALO",2632,2786,4
"2021-05-08","GORONTALO",2634,2786,4
"2021-05-10","GORONTALO",2634,2786,4
"2021-05-13","GORONTALO",2639,2789,4
"2021-05-14","GORONTALO",2640,2789,4
"2021-05-16","GORONTALO",2641,2791,4
"2021-05-19","GORONTALO",2646,2799,4
"2021-05-25","GORONTALO",2656,2812,4
"2021-05-26","GORONTALO",2657,2812,4
"2021-05-29","GORONTALO",2665,2822,4
"2021-05-31","GORONTALO",2670,2832,4
"2021-06-02","GORONTALO",2672,2834,4
"2021-06-10","GORONTALO",2690,2850,4
"2021-06-12","GORONTALO",2695,2854,4
"2021-06-13","GORONTALO",2698,2855,4
"2021-03-24","JAMBI",1971,2351,1649
"2021-03-28","JAMBI",2063,2422,1647
"2021-04-07","JAMBI",2254,2609,1649
"2021-04-12","JAMBI",2322,2674,1649
"2021-04-15","JAMBI",2385,2751,1649
"2021-04-16","JAMBI",2408,2781,1649
"2021-04-17","JAMBI",2440,2817,1649
"2021-04-18","JAMBI",2464,2841,1649
"2021-04-19","JAMBI",2477,2853,1649
"2021-04-20","JAMBI",2517,2888,1648
"2021-04-21","JAMBI",2535,2926,1648
"2021-04-22","JAMBI",2573,2976,1647
"2021-04-23","JAMBI",2594,2998,1647
"2021-04-24","JAMBI",2628,3029,1647
"2021-04-25","JAMBI",2638,3048,1647
"2021-04-26","JAMBI",2659,3070,1646
"2021-04-27","JAMBI",2671,3090,1646
"2021-04-30","JAMBI",2792,3232,1646
"2021-05-01","JAMBI",2817,3265,1648
"2021-05-02","JAMBI",2852,3308,1648
"2021-05-04","JAMBI",2914,3378,1648
"2021-05-06","JAMBI",3013,3465,1648
"2021-05-08","JAMBI",3090,3563,1648
"2021-05-10","JAMBI",3160,3639,1648
"2021-05-13","JAMBI",3221,3710,1654
"2021-05-14","JAMBI",3240,3744,1665
"2021-05-16","JAMBI",3247,3750,1674
"2021-05-19","JAMBI",3278,3788,1676
"2021-05-25","JAMBI",3473,3996,1676
"2021-05-26","JAMBI",3509,4037,1676
"2021-05-29","JAMBI",3612,4150,1676
"2021-05-31","JAMBI",3704,4232,1676
"2021-06-02","JAMBI",3784,4304,1676
"2021-06-10","JAMBI",4200,4770,1676
"2021-06-12","JAMBI",4323,4883,1676
"2021-06-13","JAMBI",4395,4944,1676
"2021-03-24","JAWA BARAT",115228,121428,7093
"2021-03-28","JAWA BARAT",116650,123057,7081
"2021-04-07","JAWA BARAT",120507,127647,7076
"2021-04-12","JAWA BARAT",122708,130306,7035
"2021-04-15","JAWA BARAT",124720,132540,7028
"2021-04-16","JAWA BARAT",125235,133023,7028
"2021-04-17","JAWA BARAT",125670,133420,7028
"2021-04-18","JAWA BARAT",126022,133837,7028
"2021-04-19","JAWA BARAT",126709,134571,7028
"2021-04-20","JAWA BARAT",127393,135289,7025
"2021-04-21","JAWA BARAT",127846,135843,7022
"2021-04-22","JAWA BARAT",128516,136534,7019
"2021-04-23","JAWA BARAT",129077,137051,7007
"2021-04-24","JAWA BARAT",129352,137406,7007
"2021-04-25","JAWA BARAT",129711,137730,7007
"2021-04-26","JAWA BARAT",130575,138807,7007
"2021-04-27","JAWA BARAT",131151,139395,7007
"2021-04-30","JAWA BARAT",132783,141430,6992
"2021-05-01","JAWA BARAT",133162,141805,6992
"2021-05-02","JAWA BARAT",133472,142167,6992
"2021-05-04","JAWA BARAT",134437,143416,6982
"2021-05-06","JAWA BARAT",135353,144535,6980
"2021-05-08","JAWA BARAT",137197,146854,6979
"2021-05-10","JAWA BARAT",137950,147670,6972
"2021-05-13","JAWA BARAT",139136,149077,6966
"2021-05-14","JAWA BARAT",139403,149420,6966
"2021-05-16","JAWA BARAT",140103,150235,6966
"2021-05-19","JAWA BARAT",141846,152346,6811
"2021-05-25","JAWA BARAT",145042,156023,6766
"2021-05-26","JAWA BARAT",145339,156386,6766
"2021-05-29","JAWA BARAT",146923,158347,6724
"2021-05-31","JAWA BARAT",147809,159416,6724
"2021-06-02","JAWA BARAT",148614,160433,6724
"2021-06-10","JAWA BARAT",152959,165846,6715
"2021-06-12","JAWA BARAT",153927,167056,6715
"2021-06-13","JAWA BARAT",154480,167745,6715
"2021-03-24","JAWA TENGAH",67141,79355,19771
"2021-03-28","JAWA TENGAH",67595,79910,19771
"2021-04-07","JAWA TENGAH",69618,82482,19770
"2021-04-12","JAWA TENGAH",70749,83938,19770
"2021-04-15","JAWA TENGAH",71832,85272,19769
"2021-04-16","JAWA TENGAH",72130,85643,19769
"2021-04-17","JAWA TENGAH",72372,85919,19769
"2021-04-18","JAWA TENGAH",72549,86138,19769
"2021-04-19","JAWA TENGAH",72860,86506,19769
